10.624073,20.941813
9.436845,19.936251
7.97933,16.58938
5.696859,12.825909
3.183765,7.709223
-0.690802,6.069319
-3.267388,1.281562
-6.529511,-1.654475
-9.897525,-4.457593
-11.398591,-6.551669
-14.439072,-7.826595
-16.35548,-9.972969
-16.518887,-9.481578
-17.754519,-9.132181
-17.343079,-6.956079
-16.897614,-5.816169
-16.282843,-3.182257
-13.91349,-0.345606
-10.403502,4.010675
-9.531437,7.334494
-6.150482,11.304853
-3.065498,14.35395
-0.657854,18.216358
3.379693,20.768692
4.616291,23.211887
8.217791,26.31669
9.934848,27.045624
10.992789,27.288065
12.141809,26.257612
12.653111,26.190193
11.95211,24.268829
10.624073,20.941813
9.468623,19.086088
7.723323,16.021204
4.43502,10.965544
2.360725,6.826043
-0.935718,5.135988
-3.213102,0.769974
1.830113,19.677971
-11.683882,-6.986165
-13.047493,-7.156728
-14.70901,-7.721591
-15.708446,-8.259734
-16.203682,-9.101231
-16.518887,-9.481578
-16.518887,-9.481578
-16.203682,-9.101231
-17.047825,-8.482066
-17.040573,-7.395066
-17.661247,-6.505455
-17.333841,-6.091699
-16.702936,-4.35513
-15.417429,-3.776487
-15.518124,-1.834424
-14.37648,-0.517319
-13.19076,0.239261
-11.094292,2.829531
-10.388363,4.085282
-9.250064,6.900724
-7.522537,8.580461
-6.521633,9.553654
-4.999375,11.60328
-3.829484,13.664481
-3.000312,14.863819
-0.924179,16.965584
1.335225,19.62591
3.052041,20.354794
3.816166,21.044317
4.011333,22.505852
6.410444,23.423338
7.033768,25.397268
9.224029,26.301544
9.934848,27.045624
10.385036,27.334126
11.394937,26.971594
12.65443,26.309404
12.902914,25.308901
11.239995,23.576633
10.624073,20.941813
9.765676,17.624647
7.376649,13.515666
4.47368,12.029969
1.836013,6.758903
-2.284969,3.769254
-3.976963,0.080629
-8.453315,-3.406886
-10.092296,-5.918646
-12.572094,-7.336544
-15.193037,-8.309985
-16.122919,-8.579728
-16.518887,-9.481578
-16.545959,-8.28298
-17.661247,-6.505455
-16.271988,-4.127602
-15.120283,-1.519123
-12.818486,0.550809
-9.729051,5.234788
-7.019739,8.46924
-4.307543,11.946349
-2.439359,16.042953
1.830113,19.677971
3.827191,22.048315
6.195281,23.88689
8.217791,26.31669
10.378208,26.716509
11.822292,26.679626
12.653111,26.190193
11.85424,25.829399
11.066156,23.114786
10.624073,20.941813
8.825317,17.521669
6.892828,13.354815
4.43502,10.965544
1.446669,6.454221
-2.413459,2.937017
-5.693301,-0.648049
-8.268723,-2.624069
-10.528563,-6.194173
-12.572094,-7.336544
-14.694011,-8.241434
-16.518887,-9.481578
-16.630659,-8.764838
-17.040573,-7.395066
-17.333841,-6.091699
-16.271988,-4.127602
-14.37648,-0.517319
-12.818486,0.550809
-9.17135,4.900105
-6.521633,9.553654
-3.527393,13.225595
-2.265637,16.521343
2.341357,19.610771
4.011333,22.505852
7.026828,24.069698
9.224029,26.301544
10.699109,27.735199
12.141809,26.257612
12.65443,26.309404
11.801201,24.772688
10.645493,22.882879
10.187562,20.666193
8.563864,17.271414
5.696859,12.825909
3.510335,8.941962
0.251938,6.406503
-3.018185,2.231158
-5.693301,-0.648049
-8.97119,-3.388514
-10.528563,-6.194173
-13.510601,-7.322408
-15.286955,-8.818027
-16.518887,-9.481578
-16.939438,-9.72997
-17.352312,-7.820244
-17.211388,-6.217075
-16.271988,-4.127602
-13.91349,-0.345606
-12.020824,2.497914
-9.961584,6.208875
-6.177703,9.888058
-3.829484,13.664481
-1.912489,16.039381
1.984522,20.343903
4.442511,22.733458
7.842311,25.113052
8.712735,26.368752
10.992789,27.288065
11.394937,26.971594
12.65443,26.309404
11.916718,24.413265
10.819326,22.403358
9.859872,20.252296
7.637006,16.939955
4.864811,13.196078
3.678382,8.463022
-0.227709,6.241042
-3.018185,2.231158
-6.156336,-0.819963
-9.893465,-3.520548
-11.06729,-6.146468
-13.986349,-7.136577
-16.203682,-9.101231
-16.518887,-9.481578
-16.518887,-9.481578
-16.608566,-7.708118
-16.951963,-5.304634
-16.282843,-3.182257
-13.91349,-0.345606
-10.413787,3.057473
-9.231215,6.319159
-6.510392,10.589638
-3.065498,14.35395
-0.328791,18.876125
2.509295,20.411064
4.616291,23.211887
8.196281,25.798626
9.934848,27.045624
11.394937,26.971594
12.65443,26.309404
12.653111,26.190193
11.916718,24.413265
10.63515,21.945822
9.757024,19.499121
7.510761,16.475563
5.184324,12.774128
3.678382,8.463022
-0.950632,5.655926
-3.202223,1.773734
-6.631913,-0.63391
-9.897525,-4.457593
-11.398591,-6.551669
-13.986349,-7.136577
-16.203682,-9.101231
-16.518887,-9.481578
-17.409698,-8.234118
-17.343079,-6.956079
-16.832548,-5.306431
-16.282843,-3.182257
-13.91349,-0.345606
-11.001726,3.900481
-9.101627,7.045056
-5.910418,10.855305
-3.065498,14.35395
0.959883,18.422367
2.840798,20.816404
4.431919,23.679121
8.516956,25.406048
9.934848,27.045624
11.394937,26.971594
12.141809,26.257612
12.672015,25.663845
11.553039,23.941832
10.63515,21.945822
8.637843,19.575485
7.156258,15.187567
4.896849,12.345982
2.655202,7.746833
-1.921479,4.240571
-3.213102,0.769974
-7.445051,-1.139881
-10.146619,-5.407104
-12.572094,-7.336544
-14.811347,-8.239667
-16.203682,-9.101231
-16.939438,-9.72997
-17.339628,-9.394398
-17.661247,-6.505455
-16.951963,-5.304634
-14.949185,-1.602538
-13.19076,0.239261
-10.576169,3.641382
-7.86493,6.832618
-5.353159,10.917616
-3.119759,14.865616
0.858019,18.930216
3.827191,22.048315
5.569163,22.959305
8.768178,25.329485
10.253009,26.594809
11.822292,26.679626
12.65443,26.309404
12.403618,25.240322
11.239995,23.576633
10.63515,21.945822
9.81651,18.127296
6.294478,14.21304
4.809106,11.809094
2.360725,6.826043
-2.284969,3.769254
-4.519598,0.136895
-7.685741,-2.057225
-10.146619,-5.407104
-13.047493,-7.156728
-14.449308,-7.308271
-16.44536,-8.976135
-16.518887,-9.481578
-17.343079,-6.956079
-17.661247,-6.505455
-16.886877,-4.812511
-14.871213,-0.569573
-12.818486,0.550809
-9.668984,4.660491
-7.873172,8.239529
-4.252399,13.348457
-2.870472,15.815364
1.335225,19.62591
4.011333,22.505852
6.410444,23.423338
9.035647,25.952913
10.569303,27.009115
12.141809,26.257612
12.141809,26.257612
12.403618,25.240322
11.066156,23.114786
10.624073,20.941813
9.747669,18.649996
6.543284,13.766648
3.698858,10.336641
0.983836,6.650466
-2.597857,3.404144
-5.044248,0.06976
-7.815536,-1.553019
-10.092296,-5.918646
-12.779044,-7.090921
-15.191763,-8.190826
-16.203682,-9.101231
-16.518887,-9.481578
-16.608566,-7.708118
-17.211388,-6.217075
-16.271988,-4.127602
-14.636209,-0.930675
-13.051051,1.524631
-9.213681,5.442834
-7.125286,8.966715
-3.829484,13.664481
-2.870472,15.815364
1.595118,20.039165
3.94836,22.012903
7.030569,24.409283
9.511789,26.729551
10.565238,27.036133
12.141809,26.257612
11.85424,25.829399
12.403618,25.240322
11.250539,22.63096
9.859872,20.252296
8.563864,17.271414
6.314229,13.342592
3.51455,9.879173
1.372034,6.964496
-2.597857,3.404144
-5.92168,-0.059224
-9.16452,-2.919634
-10.528563,-6.194173
-13.510601,-7.322408
-16.122919,-8.579728
-16.44536,-8.976135
-16.637024,-9.360623
-17.343079,-6.956079
-16.897614,-5.816169
-16.271988,-4.127602
-13.91349,-0.345606
-11.451486,1.798647
-9.656979,5.771859
-6.644075,9.08697
-3.829484,13.664481
-0.442153,16.831238
2.103606,20.099524
4.189635,22.980066
7.853006,24.236
9.934848,27.045624
10.253009,26.594809
12.141809,26.257612
12.379745,25.768608
11.887974,25.290596
10.819326,22.403358
9.859872,20.252296
8.115869,17.063778
6.190434,12.75897
3.51455,9.879173
-0.690802,6.069319
-2.839989,2.705257
-5.693301,-0.648049
-9.477344,-3.284712
-10.856011,-6.60793
-13.986349,-7.136577
-16.165306,-8.037091
-16.44536,-8.976135
-16.933186,-9.144548
-17.040573,-7.395066
-16.897614,-5.816169
-16.09841,-3.649334
-14.37648,-0.517319
-12.588923,3.312421
-8.943497,6.491453
-6.177703,9.888058
-0.690802,6.069319
528.140442,-45.842075
679.760376,-53.703312
821.771057,-61.206619
954.138,-68.979286
1073.495483,-74.488686
1180.87561,-80.085777
1275.570557,-83.068169
1321.466309,-85.026642
1390.827759,-88.040474
1444.313843,-89.402382
1480.170898,-88.532211
1499.748535,-86.467262
1501.374634,-85.910919
1486.39209,-81.800835
1468.714478,-78.7957
1427.810425,-74.177574
1369.067505,-68.423134
1294.522217,-61.843384
1204.151611,-52.60524
1100.484253,-45.364639
980.663269,-34.256516
911.245911,-29.319178
775.884583,-19.79273
632.131226,-8.873547
478.489349,1.907695
320.752686,12.162429
158.402145,22.251244
-4.981802,31.853796
-96.285408,38.386368
-259.117981,47.99094
-418.991364,57.022789
-570.848877,65.90583
-718.066956,74.326836
-856.252502,81.255821
-984.536377,87.441139
-1157.565063,95.580719
-1333.496338,101.565491
-1444.688477,102.804016
-1485.944214,101.658249
-1477.859863,97.097702
-1401.97229,86.804077
-1262.416626,75.118805
-1111.445801,62.665939
-870.800354,44.113018
-588.988586,24.958948
-347.27948,8.20131
-25.356203,-11.898222
301.495331,-32.314091
613.645386,-50.221733
836.664063,-62.794071
1086.810791,-75.18734
1282.721558,-84.4198
1395.721558,-87.757576
1480.824951,-88.543343
1497.100098,-84.534065
1444.529297,-76.872887
1356.356812,-67.204216
1188.473511,-51.848061
963.878174,-33.838818
755.108154,-18.684309
457.731445,2.772556
136.680038,23.863375
-191.119141,44.635448
-440.523651,58.999722
-738.548462,74.923904
-1000.530029,88.29155
-1170.26001,96.425728
-1340.80127,101.54792
-1446.956299,103.879593
-1486.286743,100.836418
-1471.048828,96.071022
-1391.89856,86.469452
-1247.198608,73.432243
-1092.701904,60.208256
-850.283875,42.819664
-566.40802,23.032715
-253.836502,1.660967
-0.911542,-14.303964
325.821167,-32.913536
636.194031,-51.418221
857.031799,-63.355625
1102.499878,-76.86042
1294.144287,-84.122772
1425.096436,-89.313293
1481.997437,-88.576454
1491.915039,-84.714706
1434.040894,-76.487404
1342.947754,-66.539734
1169.463989,-51.086014
941.204285,-32.460361
667.362793,-12.105453
430.438995,4.512637
108.959442,24.967865
-218.473495,45.785313
-464.742188,60.640415
-759.854309,76.542015
-1017.113953,88.423332
-1226.657227,98.125473
-1350.653076,101.625343
-1450.458618,103.54274
-1484.667969,100.164688
-1463.749634,94.905739
-1378.497559,85.80809
-1227.326416,71.785378
-1019.062012,54.513878
-823.106873,40.782539
-535.027039,20.782248
-220.634354,-0.388786
